"woldenberg","barragan","cantu","cardenas","lujambio","merino","molinar","peschard","zebadua","rivera","luken","folio","date","yr","mo","dy","qtr","sem","term","dunan"
1,1,1,2,3,1,0,1,0,1,1,1838,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1839,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1840,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,2,1,2,1,1,0,1,0,1,1,1841,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1842,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,3,1,2,1,1,0,1,0,1,1,1843,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1844,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1845,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1846,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1847,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1848,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1849,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1850,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1851,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1852,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1853,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1854,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,2,1,2,1,1,0,1,0,1,2,1855,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1857,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1858,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1859,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,2,0,1,0,1,1,1860,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1861,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1871,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1874,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1881,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,2,1,1,1,1,0,1,0,1,1,1893,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1894,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,5,1,1,1,0,1,0,1,1,1895,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1896,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1897,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,1,1,1,5,1,0,1,0,1,1,1898,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1899,2003-10-10,2003,10,10,2003.4,2003.2,3,1
2,2,2,1,2,2,0,2,0,2,2,1900,2003-10-10,2003,10,10,2003.4,2003.2,3,0
2,1,2,1,2,2,0,2,0,3,3,1901,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,3,1,3,1,1,0,1,0,3,1,1902,2003-10-10,2003,10,10,2003.4,2003.2,3,0
2,3,2,3,2,2,0,2,0,2,3,1903,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1904,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1905,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1906,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,2065,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,2071,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,2084,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,2098,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,3,1,2,1,1,0,1,0,1,1,2101,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,3,1,2,1,1,0,1,0,1,1,2102,2003-10-10,2003,10,10,2003.4,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,2103,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,2104,2003-10-10,2003,10,10,2003.4,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,2105,2003-10-10,2003,10,10,2003.4,2003.2,3,1
2,1,1,1,1,1,0,1,0,1,3,2106,2003-10-21,2003,10,21,2003.4,2003.2,3,0
2,1,1,1,1,1,0,1,0,1,1,2107,2003-10-21,2003,10,21,2003.4,2003.2,3,0
2,2,2,2,2,2,0,2,0,2,2,2108,2003-10-21,2003,10,21,2003.4,2003.2,3,1
2,3,1,3,1,1,0,1,0,1,1,2109,2003-10-21,2003,10,21,2003.4,2003.2,3,0
2,1,3,1,2,2,0,2,0,1,2,2110,2003-10-21,2003,10,21,2003.4,2003.2,3,0
2,1,1,1,1,1,0,1,0,1,1,2111,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,2112,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,2127,2003-10-21,2003,10,21,2003.4,2003.2,3,1
1,1,1,2,1,1,0,1,0,1,2,2132,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,2134,2003-10-21,2003,10,21,2003.4,2003.2,3,1
1,1,1,1,2,1,0,1,0,1,1,2146,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,2,2,1,0,1,0,1,1,2149,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,2154,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,2157,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,2162,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,2176,2003-10-21,2003,10,21,2003.4,2003.2,3,1
1,1,1,1,2,1,0,1,0,1,1,2179,2003-10-21,2003,10,21,2003.4,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,2180,2003-10-21,2003,10,21,2003.4,2003.2,3,1
1,3,1,3,1,1,0,1,0,1,1,5003,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,5010,2002-07-03,2002,7,3,2002.3,2002.2,3,1
1,3,1,1,1,1,0,1,0,1,1,5011,2002-07-03,2002,7,3,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,5012,2002-07-03,2002,7,3,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,5013,2002-07-03,2002,7,3,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,5024,2002-07-03,2002,7,3,2002.3,2002.2,3,1
1,1,1,2,1,1,0,1,0,1,1,5027,2002-07-03,2002,7,3,2002.3,2002.2,3,0
1,1,2,2,1,1,0,1,0,1,1,5028,2002-07-03,2002,7,3,2002.3,2002.2,3,0
1,2,1,2,1,1,0,1,0,1,1,5029,2002-07-03,2002,7,3,2002.3,2002.2,3,0
1,2,1,2,1,1,0,1,0,5,1,5030,2002-07-03,2002,7,3,2002.3,2002.2,3,0
1,2,1,2,1,1,0,1,0,5,1,5031,2002-07-03,2002,7,3,2002.3,2002.2,3,0
1,5,1,2,1,1,0,2,0,2,2,5034,2002-07-03,2002,7,3,2002.3,2002.2,3,0
2,2,2,1,2,2,0,2,0,2,2,5035,2002-07-03,2002,7,3,2002.3,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,5036,2002-08-09,2002,8,9,2002.3,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,5037,2002-08-09,2002,8,9,2002.3,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,5040,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,5041,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,2,1,2,1,1,0,1,0,1,1,5042,2002-10-03,2002,10,3,2002.4,2002.2,3,0
1,2,1,2,1,1,0,1,0,1,1,5043,2002-10-03,2002,10,3,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,5044,2002-10-21,2002,10,21,2002.4,2002.2,3,0
2,2,1,1,1,1,0,2,0,2,1,5045,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,5046,2002-11-27,2002,11,27,2002.4,2002.2,3,0
